"Package","Version","citation"
"readxl","1.4.5","To cite package ‘readxl’ in publications use:    Wickham H, Bryan J (2025). _readxl: Read Excel Files_. R package version 1.4.5,   https://github.com/tidyverse/readxl, <https://readxl.tidyverse.org>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {readxl: Read Excel Files},     author = {Hadley Wickham and Jennifer Bryan},     year = {2025},     note = {R package version 1.4.5, https://github.com/tidyverse/readxl},     url = {https://readxl.tidyverse.org},   }"
"reformulas","0.4.1","To cite package ‘reformulas’ in publications use:    Bolker B (2025). _reformulas: Machinery for Processing Random Effect Formulas_. R package   version 0.4.1, <https://CRAN.R-project.org/package=reformulas>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {reformulas: Machinery for Processing Random Effect Formulas},     author = {Ben Bolker},     year = {2025},     note = {R package version 0.4.1},     url = {https://CRAN.R-project.org/package=reformulas},   }"
"rematch","2.0.0","To cite package ‘rematch’ in publications use:    Csardi G (2023). _rematch: Match Regular Expressions with a Nicer 'API'_. R package version   2.0.0, <https://github.com/gaborcsardi/rematch>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rematch: Match Regular Expressions with a Nicer 'API'},     author = {Gabor Csardi},     year = {2023},     note = {R package version 2.0.0},     url = {https://github.com/gaborcsardi/rematch},   }  ATTENTION: This citation information has been auto-generated from the package DESCRIPTION file and may need manual editing, see ‘help(""citation"")’."
"rematch2","2.1.2","To cite package ‘rematch2’ in publications use:    Csárdi G (2020). _rematch2: Tidy Output from Regular Expression Matching_. R package version   2.1.2, <https://github.com/r-lib/rematch2#readme>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rematch2: Tidy Output from Regular Expression Matching},     author = {Gábor Csárdi},     year = {2020},     note = {R package version 2.1.2},     url = {https://github.com/r-lib/rematch2#readme},   }"
"renv","1.1.4","To cite package ‘renv’ in publications use:    Ushey K, Wickham H (2025). _renv: Project Environments_. R package version 1.1.4,   <https://CRAN.R-project.org/package=renv>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {renv: Project Environments},     author = {Kevin Ushey and Hadley Wickham},     year = {2025},     note = {R package version 1.1.4},     url = {https://CRAN.R-project.org/package=renv},   }"
"reprex","2.1.1","To cite package ‘reprex’ in publications use:    Bryan J, Hester J, Robinson D, Wickham H, Dervieux C (2024). _reprex: Prepare Reproducible   Example Code via the Clipboard_. R package version 2.1.1,   https://github.com/tidyverse/reprex, <https://reprex.tidyverse.org>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {reprex: Prepare Reproducible Example Code via the Clipboard},     author = {Jennifer Bryan and Jim Hester and David Robinson and Hadley Wickham and Christophe Dervieux},     year = {2024},     note = {R package version 2.1.1, https://github.com/tidyverse/reprex},     url = {https://reprex.tidyverse.org},   }"
"reshape2","1.4.4","To cite reshape2 in publications use:    Hadley Wickham (2007). Reshaping Data with the reshape Package. Journal of Statistical   Software, 21(12), 1-20. URL http://www.jstatsoft.org/v21/i12/.  A BibTeX entry for LaTeX users is    @Article{,     title = {Reshaping Data with the {reshape} Package},     author = {Hadley Wickham},     journal = {Journal of Statistical Software},     year = {2007},     volume = {21},     number = {12},     pages = {1--20},     url = {http://www.jstatsoft.org/v21/i12/},   }"
"rhdf5","2.46.1","To cite package ‘rhdf5’ in publications use:    Fischer B, Smith M, Pau G (2023). _rhdf5: R Interface to HDF5_. doi:10.18129/B9.bioc.rhdf5   <https://doi.org/10.18129/B9.bioc.rhdf5>, R package version 2.46.1,   <https://bioconductor.org/packages/rhdf5>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rhdf5: R Interface to HDF5},     author = {Bernd Fischer and Mike Smith and Gregoire Pau},     year = {2023},     note = {R package version 2.46.1},     url = {https://bioconductor.org/packages/rhdf5},     doi = {10.18129/B9.bioc.rhdf5},   }"
"rhdf5filters","1.14.1","To cite package ‘rhdf5filters’ in publications use:    Smith M (2023). _rhdf5filters: HDF5 Compression Filters_. doi:10.18129/B9.bioc.rhdf5filters   <https://doi.org/10.18129/B9.bioc.rhdf5filters>, R package version 1.14.1,   <https://bioconductor.org/packages/rhdf5filters>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rhdf5filters: HDF5 Compression Filters},     author = {Mike Smith},     year = {2023},     note = {R package version 1.14.1},     url = {https://bioconductor.org/packages/rhdf5filters},     doi = {10.18129/B9.bioc.rhdf5filters},   }"
"Rhdf5lib","1.24.2","To cite package ‘Rhdf5lib’ in publications use:    Smith M (2024). _Rhdf5lib: hdf5 library as an R package_. R package version 1.24.2,   <https://github.com/grimbough/Rhdf5lib>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {Rhdf5lib: hdf5 library as an R package},     author = {Mike Smith},     year = {2024},     note = {R package version 1.24.2},     url = {https://github.com/grimbough/Rhdf5lib},   }"
"rjson","0.2.23","To cite package ‘rjson’ in publications use:    Couture-Beil A (2024). _rjson: JSON for R_. R package version 0.2.23,   <https://CRAN.R-project.org/package=rjson>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rjson: JSON for R},     author = {Alex Couture-Beil},     year = {2024},     note = {R package version 0.2.23},     url = {https://CRAN.R-project.org/package=rjson},   }"
"rlang","1.1.6","To cite package ‘rlang’ in publications use:    Henry L, Wickham H (2025). _rlang: Functions for Base Types and Core R and 'Tidyverse'   Features_. R package version 1.1.6, https://github.com/r-lib/rlang,   <https://rlang.r-lib.org>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rlang: Functions for Base Types and Core R and 'Tidyverse' Features},     author = {Lionel Henry and Hadley Wickham},     year = {2025},     note = {R package version 1.1.6, https://github.com/r-lib/rlang},     url = {https://rlang.r-lib.org},   }"
"rmarkdown","2.29","To cite package ‘rmarkdown’ in publications use:    Allaire J, Xie Y, Dervieux C, McPherson J, Luraschi J, Ushey K, Atkins A, Wickham H, Cheng   J, Chang W, Iannone R (2024). _rmarkdown: Dynamic Documents for R_. R package version 2.29,   <https://github.com/rstudio/rmarkdown>.    Xie Y, Allaire J, Grolemund G (2018). _R Markdown: The Definitive Guide_. Chapman and   Hall/CRC, Boca Raton, Florida. ISBN 9781138359338, <https://bookdown.org/yihui/rmarkdown>.    Xie Y, Dervieux C, Riederer E (2020). _R Markdown Cookbook_. Chapman and Hall/CRC, Boca   Raton, Florida. ISBN 9780367563837, <https://bookdown.org/yihui/rmarkdown-cookbook>.  To see these entries in BibTeX format, use 'print(<citation>, bibtex=TRUE)', 'toBibtex(.)', or set 'options(citation.bibtex.max=999)'."
"robustbase","0.99-7","To cite robustbase in publications use:  To cite package ‘robustbase’ in publications use:    Martin Maechler, Peter Rousseeuw, Christophe Croux, Valentin Todorov, Andreas Ruckstuhl,   Matias Salibian-Barrera, Tobias Verbeke, Manuel Koller, c(""Eduardo"", ""L. T."") Conceicao and   Maria Anna di Palma (2026). robustbase: Basic Robust Statistics R package version 0.99-7.   URL http://CRAN.R-project.org/package=robustbase  To cite the multivariate class/methods framework use:    Valentin Todorov, Peter Filzmoser (2009). An Object-Oriented Framework for Robust   Multivariate Analysis. Journal of Statistical Software, 32(3), 1-47. URL   https://www.jstatsoft.org/article/view/v032i03/.  To see these entries in BibTeX format, use 'print(<citation>, bibtex=TRUE)', 'toBibtex(.)', or set 'options(citation.bibtex.max=999)'."
"RSpectra","0.16-2","To cite package ‘RSpectra’ in publications use:    Qiu Y, Mei J (2024). _RSpectra: Solvers for Large-Scale Eigenvalue and SVD Problems_. R   package version 0.16-2, <https://CRAN.R-project.org/package=RSpectra>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {RSpectra: Solvers for Large-Scale Eigenvalue and SVD Problems},     author = {Yixuan Qiu and Jiali Mei},     year = {2024},     note = {R package version 0.16-2},     url = {https://CRAN.R-project.org/package=RSpectra},   }"
"rstatix","0.7.2","To cite package ‘rstatix’ in publications use:    Kassambara A (2023). _rstatix: Pipe-Friendly Framework for Basic Statistical Tests_. R   package version 0.7.2, <https://CRAN.R-project.org/package=rstatix>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rstatix: Pipe-Friendly Framework for Basic Statistical Tests},     author = {Alboukadel Kassambara},     year = {2023},     note = {R package version 0.7.2},     url = {https://CRAN.R-project.org/package=rstatix},   }"
"rstudioapi","0.17.1","To cite package ‘rstudioapi’ in publications use:    Ushey K, Allaire J, Wickham H, Ritchie G (2024). _rstudioapi: Safely Access the RStudio   API_. R package version 0.17.1, https://github.com/rstudio/rstudioapi,   <https://rstudio.github.io/rstudioapi/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rstudioapi: Safely Access the RStudio API},     author = {Kevin Ushey and JJ Allaire and Hadley Wickham and Gary Ritchie},     year = {2024},     note = {R package version 0.17.1,  https://github.com/rstudio/rstudioapi},     url = {https://rstudio.github.io/rstudioapi/},   }"
"Rtsne","0.17","To cite package ‘Rtsne’ in publications use:    Jesse H. Krijthe (2015). Rtsne: T-Distributed Stochastic Neighbor Embedding using a   Barnes-Hut Implementation, URL: https://github.com/jkrijthe/Rtsne    L.J.P. van der Maaten and G.E. Hinton. Visualizing High-Dimensional Data Using t-SNE.   Journal of Machine Learning Research 9(Nov):2579-2605, 2008.    L.J.P. van der Maaten. Accelerating t-SNE using Tree-Based Algorithms. Journal of Machine   Learning Research 15(Oct):3221-3245, 2014.  To see these entries in BibTeX format, use 'print(<citation>, bibtex=TRUE)', 'toBibtex(.)', or set 'options(citation.bibtex.max=999)'."
"rvest","1.0.4","To cite package ‘rvest’ in publications use:    Wickham H (2024). _rvest: Easily Harvest (Scrape) Web Pages_. R package version 1.0.4,   https://github.com/tidyverse/rvest, <https://rvest.tidyverse.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rvest: Easily Harvest (Scrape) Web Pages},     author = {Hadley Wickham},     year = {2024},     note = {R package version 1.0.4, https://github.com/tidyverse/rvest},     url = {https://rvest.tidyverse.org/},   }"
"S4Arrays","1.2.1","To cite package ‘S4Arrays’ in publications use:    Pagès H (2024). _S4Arrays: Foundation of array-like containers in Bioconductor_. R package   version 1.2.1, <https://bioconductor.org/packages/S4Arrays>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {S4Arrays: Foundation of array-like containers in Bioconductor},     author = {Hervé Pagès},     year = {2024},     note = {R package version 1.2.1},     url = {https://bioconductor.org/packages/S4Arrays},   }"
"S4Vectors","0.40.2","To cite package ‘S4Vectors’ in publications use:    Pagès H, Lawrence M, Aboyoun P (2023). _S4Vectors: Foundation of vector-like and list-like   containers in Bioconductor_. doi:10.18129/B9.bioc.S4Vectors   <https://doi.org/10.18129/B9.bioc.S4Vectors>, R package version 0.40.2,   <https://bioconductor.org/packages/S4Vectors>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {S4Vectors: Foundation of vector-like and list-like containers in Bioconductor},     author = {Hervé Pagès and Michael Lawrence and Patrick Aboyoun},     year = {2023},     note = {R package version 0.40.2},     url = {https://bioconductor.org/packages/S4Vectors},     doi = {10.18129/B9.bioc.S4Vectors},   }"
"sass","0.4.10","To cite package ‘sass’ in publications use:    Cheng J, Mastny T, Iannone R, Schloerke B, Sievert C (2025). _sass: Syntactically Awesome   Style Sheets ('Sass')_. R package version 0.4.10, https://github.com/rstudio/sass,   <https://rstudio.github.io/sass/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {sass: Syntactically Awesome Style Sheets ('Sass')},     author = {Joe Cheng and Timothy Mastny and Richard Iannone and Barret Schloerke and Carson Sievert},     year = {2025},     note = {R package version 0.4.10, https://github.com/rstudio/sass},     url = {https://rstudio.github.io/sass/},   }"
"scales","1.4.0","To cite package ‘scales’ in publications use:    Wickham H, Pedersen T, Seidel D (2025). _scales: Scale Functions for Visualization_. R   package version 1.4.0, <https://CRAN.R-project.org/package=scales>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {scales: Scale Functions for Visualization},     author = {Hadley Wickham and Thomas Lin Pedersen and Dana Seidel},     year = {2025},     note = {R package version 1.4.0},     url = {https://CRAN.R-project.org/package=scales},   }"
"selectr","0.4-2","To cite package ‘selectr’ in publications use:    Potter S (2012). “Introducing the selectr Package.” The University of Auckland, Auckland,   New Zealand.   <http://stattech.wordpress.fos.auckland.ac.nz/2012-10-introducing-the-selectr-package/>.  A BibTeX entry for LaTeX users is    @TechReport{,     title = {Introducing the selectr Package},     author = {Simon Potter},     institution = {The University of Auckland},     address = {Auckland, New Zealand},     year = {2012},     url = {http://stattech.wordpress.fos.auckland.ac.nz/2012-10-introducing-the-selectr-package/},   }"
"shape","1.4.6.1","To cite package ‘shape’ in publications use:    Soetaert K (2024). _shape: Functions for Plotting Graphical Shapes, Colors_. R package   version 1.4.6.1.  A BibTeX entry for LaTeX users is    @Manual{,     title = {shape: Functions for Plotting Graphical Shapes, Colors},     author = {Karline Soetaert},     year = {2024},     note = {R package version 1.4.6.1},   }  ATTENTION: This citation information has been auto-generated from the package DESCRIPTION file and may need manual editing, see ‘help(""citation"")’."
"snow","0.4-4","To cite package ‘snow’ in publications use:    Tierney L, Rossini AJ, Li N, Sevcikova H (2021). _snow: Simple Network of Workstations_. R   package version 0.4-4, <https://CRAN.R-project.org/package=snow>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {snow: Simple Network of Workstations},     author = {Luke Tierney and A. J. Rossini and Na Li and H. Sevcikova},     year = {2021},     note = {R package version 0.4-4},     url = {https://CRAN.R-project.org/package=snow},   }  ATTENTION: This citation information has been auto-generated from the package DESCRIPTION file and may need manual editing, see ‘help(""citation"")’."
"sp","2.2-0","To cite package sp in publications use:    Pebesma E, Bivand R (2005). “Classes and methods for spatial data in R.” _R News_, *5*(2),   9-13. <https://CRAN.R-project.org/doc/Rnews/>.    Bivand R, Pebesma E, Gomez-Rubio V (2013). _Applied spatial data analysis with R, Second   edition_. Springer, NY. <https://asdar-book.org/>.  To see these entries in BibTeX format, use 'print(<citation>, bibtex=TRUE)', 'toBibtex(.)', or set 'options(citation.bibtex.max=999)'."
"SparseArray","1.2.4","To cite package ‘SparseArray’ in publications use:    Pagès H (2024). _SparseArray: Efficient in-memory representation of multidimensional sparse   arrays_. R package version 1.2.4, <https://bioconductor.org/packages/SparseArray>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {SparseArray: Efficient in-memory representation of multidimensional sparse arrays},     author = {Hervé Pagès},     year = {2024},     note = {R package version 1.2.4},     url = {https://bioconductor.org/packages/SparseArray},   }"
"SparseM","1.84-2","To cite package ‘SparseM’ in publications use:    Koenker R (2024). _SparseM: Sparse Linear Algebra_. R package version 1.84-2,   <https://CRAN.R-project.org/package=SparseM>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {SparseM: Sparse Linear Algebra},     author = {Roger Koenker},     year = {2024},     note = {R package version 1.84-2},     url = {https://CRAN.R-project.org/package=SparseM},   }"
"stringi","1.8.7","To cite stringi in publications, use:    Gagolewski M (2022). “stringi: Fast and portable character string processing in R.” _Journal   of Statistical Software_, *103*(2), 1-59. doi:10.18637/jss.v103.i02   <https://doi.org/10.18637/jss.v103.i02>.  A BibTeX entry for LaTeX users is    @Article{,     title = {{stringi}: {F}ast and portable character string processing in {R}},     author = {Marek Gagolewski},     journal = {Journal of Statistical Software},     year = {2022},     volume = {103},     number = {2},     pages = {1--59},     doi = {10.18637/jss.v103.i02},   }"
"stringr","1.5.1","To cite package ‘stringr’ in publications use:    Wickham H (2023). _stringr: Simple, Consistent Wrappers for Common String Operations_. R   package version 1.5.1, https://github.com/tidyverse/stringr,   <https://stringr.tidyverse.org>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {stringr: Simple, Consistent Wrappers for Common String Operations},     author = {Hadley Wickham},     year = {2023},     note = {R package version 1.5.1,  https://github.com/tidyverse/stringr},     url = {https://stringr.tidyverse.org},   }"
"SummarizedExperiment","1.32.0","To cite package ‘SummarizedExperiment’ in publications use:    Morgan M, Obenchain V, Hester J, Pagès H (2023). _SummarizedExperiment: SummarizedExperiment   container_. doi:10.18129/B9.bioc.SummarizedExperiment   <https://doi.org/10.18129/B9.bioc.SummarizedExperiment>, R package version 1.32.0,   <https://bioconductor.org/packages/SummarizedExperiment>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {SummarizedExperiment: SummarizedExperiment container},     author = {Martin Morgan and Valerie Obenchain and Jim Hester and Hervé Pagès},     year = {2023},     note = {R package version 1.32.0},     url = {https://bioconductor.org/packages/SummarizedExperiment},     doi = {10.18129/B9.bioc.SummarizedExperiment},   }"
"sys","3.4.3","To cite package ‘sys’ in publications use:    Ooms J (2024). _sys: Powerful and Reliable Tools for Running System Commands in R_. R   package version 3.4.3, <https://jeroen.r-universe.dev/sys>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {sys: Powerful and Reliable Tools for Running System Commands in R},     author = {Jeroen Ooms},     year = {2024},     note = {R package version 3.4.3},     url = {https://jeroen.r-universe.dev/sys},   }"
"systemfonts","1.2.3","To cite package ‘systemfonts’ in publications use:    Pedersen T, Ooms J, Govett D (2025). _systemfonts: System Native Font Finding_. R package   version 1.2.3, https://systemfonts.r-lib.org, <https://github.com/r-lib/systemfonts>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {systemfonts: System Native Font Finding},     author = {Thomas Lin Pedersen and Jeroen Ooms and Devon Govett},     year = {2025},     note = {R package version 1.2.3,  https://systemfonts.r-lib.org},     url = {https://github.com/r-lib/systemfonts},   }"
"tensorA","0.36.2.1","To cite package ‘tensorA’ in publications use:    van den Boogaart KG (2023). _tensorA: Advanced Tensor Arithmetic with Named Indices_. R   package version 0.36.2.1, <https://CRAN.R-project.org/package=tensorA>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {tensorA: Advanced Tensor Arithmetic with Named Indices},     author = {K. Gerald {van den Boogaart}},     year = {2023},     note = {R package version 0.36.2.1},     url = {https://CRAN.R-project.org/package=tensorA},   }  ATTENTION: This citation information has been auto-generated from the package DESCRIPTION file and may need manual editing, see ‘help(""citation"")’."
"textshaping","1.0.1","To cite package ‘textshaping’ in publications use:    Pedersen T (2025). _textshaping: Bindings to the 'HarfBuzz' and 'Fribidi' Libraries for Text   Shaping_. R package version 1.0.1, <https://github.com/r-lib/textshaping>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {textshaping: Bindings to the 'HarfBuzz' and 'Fribidi' Libraries for Text Shaping},     author = {Thomas Lin Pedersen},     year = {2025},     note = {R package version 1.0.1},     url = {https://github.com/r-lib/textshaping},   }"
"tibble","3.3.0","To cite package ‘tibble’ in publications use:    Müller K, Wickham H (2025). _tibble: Simple Data Frames_. R package version 3.3.0,   <https://CRAN.R-project.org/package=tibble>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {tibble: Simple Data Frames},     author = {Kirill Müller and Hadley Wickham},     year = {2025},     note = {R package version 3.3.0},     url = {https://CRAN.R-project.org/package=tibble},   }"
"tidyr","1.3.1","To cite package ‘tidyr’ in publications use:    Wickham H, Vaughan D, Girlich M (2024). _tidyr: Tidy Messy Data_. R package version 1.3.1,   https://github.com/tidyverse/tidyr, <https://tidyr.tidyverse.org>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {tidyr: Tidy Messy Data},     author = {Hadley Wickham and Davis Vaughan and Maximilian Girlich},     year = {2024},     note = {R package version 1.3.1, https://github.com/tidyverse/tidyr},     url = {https://tidyr.tidyverse.org},   }"
"tidyselect","1.2.1","To cite package ‘tidyselect’ in publications use:    Henry L, Wickham H (2024). _tidyselect: Select from a Set of Strings_. R package version   1.2.1, https://github.com/r-lib/tidyselect, <https://tidyselect.r-lib.org>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {tidyselect: Select from a Set of Strings},     author = {Lionel Henry and Hadley Wickham},     year = {2024},     note = {R package version 1.2.1, https://github.com/r-lib/tidyselect},     url = {https://tidyselect.r-lib.org},   }"
"tidyverse","2.0.0","To cite package ‘tidyverse’ in publications use:    Wickham H, Averick M, Bryan J, Chang W, McGowan LD, François R, Grolemund G, Hayes A, Henry   L, Hester J, Kuhn M, Pedersen TL, Miller E, Bache SM, Müller K, Ooms J, Robinson D, Seidel   DP, Spinu V, Takahashi K, Vaughan D, Wilke C, Woo K, Yutani H (2019). “Welcome to the   tidyverse.” _Journal of Open Source Software_, *4*(43), 1686. doi:10.21105/joss.01686   <https://doi.org/10.21105/joss.01686>.  A BibTeX entry for LaTeX users is    @Article{,     title = {Welcome to the {tidyverse}},     author = {Hadley Wickham and Mara Averick and Jennifer Bryan and Winston Chang and Lucy D'Agostino McGowan and Romain François and Garrett Grolemund and Alex Hayes and Lionel Henry and Jim Hester and Max Kuhn and Thomas Lin Pedersen and Evan Miller and Stephan Milton Bache and Kirill Müller and Jeroen Ooms and David Robinson and Dana Paige Seidel and Vitalie Spinu and Kohske Takahashi and Davis Vaughan and Claus Wilke and Kara Woo and Hiroaki Yutani},     year = {2019},     journal = {Journal of Open Source Software},     volume = {4},     number = {43},     pages = {1686},     doi = {10.21105/joss.01686},   }"
"timechange","0.3.0","To cite package ‘timechange’ in publications use:    Spinu V (2024). _timechange: Efficient Manipulation of Date-Times_. R package version 0.3.0,   <https://github.com/vspinu/timechange/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {timechange: Efficient Manipulation of Date-Times},     author = {Vitalie Spinu},     year = {2024},     note = {R package version 0.3.0},     url = {https://github.com/vspinu/timechange/},   }"
"tinytex","0.57","To cite package ‘tinytex’ in publications use:    Xie Y (2025). _tinytex: Helper Functions to Install and Maintain TeX Live, and Compile LaTeX   Documents_. R package version 0.57, <https://github.com/rstudio/tinytex>.    Xie Y (2019). “TinyTeX: A lightweight, cross-platform, and easy-to-maintain LaTeX   distribution based on TeX Live.” _TUGboat_, *40*(1), 30-32.   <https://tug.org/TUGboat/Contents/contents40-1.html>.  To see these entries in BibTeX format, use 'print(<citation>, bibtex=TRUE)', 'toBibtex(.)', or set 'options(citation.bibtex.max=999)'."
"tweenr","2.0.3","To cite package ‘tweenr’ in publications use:    Pedersen T (2024). _tweenr: Interpolate Data for Smooth Animations_. R package version   2.0.3, <https://github.com/thomasp85/tweenr>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {tweenr: Interpolate Data for Smooth Animations},     author = {Thomas Lin Pedersen},     year = {2024},     note = {R package version 2.0.3},     url = {https://github.com/thomasp85/tweenr},   }"
"tzdb","0.5.0","To cite package ‘tzdb’ in publications use:    Vaughan D (2025). _tzdb: Time Zone Database Information_. R package version 0.5.0,   https://github.com/r-lib/tzdb, <https://tzdb.r-lib.org>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {tzdb: Time Zone Database Information},     author = {Davis Vaughan},     year = {2025},     note = {R package version 0.5.0, https://github.com/r-lib/tzdb},     url = {https://tzdb.r-lib.org},   }"
"utf8","1.2.6","To cite package ‘utf8’ in publications use:    Perry PO (2025). _utf8: Unicode Text Processing_. R package version 1.2.6,   <https://CRAN.R-project.org/package=utf8>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {utf8: Unicode Text Processing},     author = {Patrick O. Perry},     year = {2025},     note = {R package version 1.2.6},     url = {https://CRAN.R-project.org/package=utf8},   }"
"uuid","1.2-1","To cite package ‘uuid’ in publications use:    Urbanek S, Ts'o T (2024). _uuid: Tools for Generating and Handling of UUIDs_. R package   version 1.2-1, <https://www.rforge.net/uuid>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {uuid: Tools for Generating and Handling of UUIDs},     author = {Simon Urbanek and Theodore Ts'o},     year = {2024},     note = {R package version 1.2-1},     url = {https://www.rforge.net/uuid},   }"
"vctrs","0.6.5","To cite package ‘vctrs’ in publications use:    Wickham H, Henry L, Vaughan D (2023). _vctrs: Vector Helpers_. R package version 0.6.5,   https://github.com/r-lib/vctrs, <https://vctrs.r-lib.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {vctrs: Vector Helpers},     author = {Hadley Wickham and Lionel Henry and Davis Vaughan},     year = {2023},     note = {R package version 0.6.5, https://github.com/r-lib/vctrs},     url = {https://vctrs.r-lib.org/},   }"
"vegan","2.7-1","To cite package ‘vegan’ in publications use:    Oksanen J, Simpson G, Blanchet F, Kindt R, Legendre P, Minchin P, O'Hara R, Solymos P,   Stevens M, Szoecs E, Wagner H, Barbour M, Bedward M, Bolker B, Borcard D, Borman T, Carvalho   G, Chirico M, De Caceres M, Durand S, Evangelista H, FitzJohn R, Friendly M, Furneaux B,   Hannigan G, Hill M, Lahti L, Martino C, McGlinn D, Ouellette M, Ribeiro Cunha E, Smith T,   Stier A, Ter Braak C, Weedon J (2025). _vegan: Community Ecology Package_. R package version   2.7-1, <https://CRAN.R-project.org/package=vegan>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {vegan: Community Ecology Package},     author = {Jari Oksanen and Gavin L. Simpson and F. Guillaume Blanchet and Roeland Kindt and Pierre Legendre and Peter R. Minchin and R.B. O'Hara and Peter Solymos and M. Henry H. Stevens and Eduard Szoecs and Helene Wagner and Matt Barbour and Michael Bedward and Ben Bolker and Daniel Borcard and Tuomas Borman and Gustavo Carvalho and Michael Chirico and Miquel {De Caceres} and Sebastien Durand and Heloisa Beatriz Antoniazi Evangelista and Rich FitzJohn and Michael Friendly and Brendan Furneaux and Geoffrey Hannigan and Mark O. Hill and Leo Lahti and Cameron Martino and Dan McGlinn and Marie-Helene Ouellette and Eduardo {Ribeiro Cunha} and Tyler Smith and Adrian Stier and Cajo J.F. {Ter Braak} and James Weedon},     year = {2025},     note = {R package version 2.7-1},     url = {https://CRAN.R-project.org/package=vegan},   }"
"vipor","0.4.7","To cite package ‘vipor’ in publications use:    Sherrill-Mix S, Clarke E (2023). _vipor: Plot Categorical Data Using Quasirandom Noise and   Density Estimates_. R package version 0.4.7, <https://CRAN.R-project.org/package=vipor>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {vipor: Plot Categorical Data Using Quasirandom Noise and Density Estimates},     author = {Scott Sherrill-Mix and Erik Clarke},     year = {2023},     note = {R package version 0.4.7},     url = {https://CRAN.R-project.org/package=vipor},   }  ATTENTION: This citation information has been auto-generated from the package DESCRIPTION file and may need manual editing, see ‘help(""citation"")’."
"viridis","0.6.5","To cite viridis/viridisLite in publications use:    Simon Garnier, Noam Ross, Robert Rudis, Antônio P. Camargo, Marco Sciaini, and Cédric   Scherer (2024). viridis(Lite) - Colorblind-Friendly Color Maps for R. viridis package   version 0.6.5.  A BibTeX entry for LaTeX users is    @Manual{,     title = {{viridis(Lite)} - Colorblind-Friendly Color Maps for R},     author = {{Garnier} and {Simon} and {Ross} and {Noam} and {Rudis} and {Robert} and {Camargo} and Antônio Pedro and {Sciaini} and {Marco} and {Scherer} and {Cédric}},     year = {2024},     note = {viridis package version 0.6.5},     url = {https://sjmgarnier.github.io/viridis/},     doi = {10.5281/zenodo.4679423},   }"
"viridisLite","0.4.2","To cite viridis/viridisLite in publications use:    Simon Garnier, Noam Ross, Robert Rudis, Antônio P. Camargo, Marco Sciaini, and Cédric   Scherer (2023). viridis(Lite) - Colorblind-Friendly Color Maps for R. viridisLite package   version 0.4.2.  A BibTeX entry for LaTeX users is    @Manual{,     title = {{viridis(Lite)} - Colorblind-Friendly Color Maps for R},     author = {{Garnier} and {Simon} and {Ross} and {Noam} and {Rudis} and {Robert} and {Camargo} and Antônio Pedro and {Sciaini} and {Marco} and {Scherer} and {Cédric}},     year = {2023},     note = {viridisLite package version 0.4.2},     url = {https://sjmgarnier.github.io/viridis/},     doi = {10.5281/zenodo.4678327},   }"
